2023-06-16; 18:29:35.154317; 98 PING; 18:29:35.323937; [259/98] PONG 2
2023-06-16; 18:29:36.177812; 107 PING; 18:29:36.906009; [260/107] PONG 1
2023-06-16; 18:29:36.906009; 99 PING; (проигнорировано)
2023-06-16; 18:29:37.699012; 108 PING; 18:29:38.046914; [261/108] PONG 1
2023-06-16; ; ; 18:29:38.093958; 262 keepalive
2023-06-16; ; ; 18:29:38.093958; 263 keepalive
2023-06-16; 18:29:38.046914; 109 PING; 18:29:38.281803; [264/109] PONG 1
2023-06-16; 18:29:39.310834; 110 PING; (проигнорировано)
2023-06-16; 18:29:39.231367; 100 PING; 18:29:39.514920; [265/100] PONG 2
2023-06-16; 18:29:40.403181; 101 PING; 18:29:41.145842; [266/101] PONG 2
2023-06-16; 18:29:40.908184; 111 PING; 18:29:41.860935; [267/111] PONG 1
2023-06-16; 18:29:41.540929; 102 PING; 18:29:42.257874; [268/102] PONG 2
2023-06-16; 18:29:42.369867; 112 PING; (проигнорировано)
2023-06-16; ; ; 18:29:43.089918; 269 keepalive
2023-06-16; ; ; 18:29:43.089918; 270 keepalive
2023-06-16; 18:29:44.263675; 103 PING; (проигнорировано)
2023-06-16; 18:29:44.075766; 113 PING; 18:29:44.516716; [271/113] PONG 1
2023-06-16; 18:29:44.658630; 104 PING; 18:29:45.446780; [272/104] PONG 2
2023-06-16; 18:29:45.446780; 105 PING; (проигнорировано)
2023-06-16; 18:29:46.928925; 114 PING; (проигнорировано)
2023-06-16; ; ; 18:29:48.108180; 273 keepalive
2023-06-16; ; ; 18:29:48.108180; 274 keepalive
2023-06-16; 18:29:47.677569; 106 PING; 18:29:48.361657; [275/106] PONG 2
2023-06-16; 18:29:48.361657; 107 PING; 18:29:49.189780; [276/107] PONG 2
2023-06-16; 18:29:49.443979; 115 PING; 18:29:49.587923; [277/115] PONG 1
2023-06-16; 18:29:49.763992; 108 PING; 18:29:50.696118; [278/108] PONG 2
2023-06-16; 18:29:50.696118; 109 PING; 18:29:51.237941; [279/109] PONG 2
2023-06-16; 18:29:52.375150; 116 PING; 18:29:53.116763; [280/116] PONG 1
2023-06-16; ; ; 18:29:53.116763; 281 keepalive
2023-06-16; ; ; 18:29:53.116763; 282 keepalive
2023-06-16; 18:29:52.990454; 110 PING; 18:29:53.289910; [283/110] PONG 2
2023-06-16; 18:29:53.764186; 117 PING; 18:29:54.478577; [284/117] PONG 1
2023-06-16; 18:29:54.873555; 118 PING; 18:29:55.331939; [285/118] PONG 1
2023-06-16; 18:29:55.821207; 111 PING; 18:29:56.695806; [286/111] PONG 2
2023-06-16; 18:29:57.580785; 119 PING; 18:29:57.820864; [287/119] PONG 1
2023-06-16; ; ; 18:29:58.121557; 288 keepalive
2023-06-16; ; ; 18:29:58.121557; 289 keepalive
2023-06-16; 18:29:58.327786; 120 PING; (проигнорировано)
2023-06-16; 18:29:58.659876; 112 PING; 18:29:59.261842; [290/112] PONG 2
2023-06-16; 18:29:59.325842; 113 PING; 18:29:59.580860; [291/113] PONG 2
2023-06-16; 18:30:00.242138; 114 PING; (проигнорировано)
2023-06-16; 18:30:00.650311; 121 PING; 18:30:00.935790; [292/121] PONG 1
2023-06-16; 18:30:01.299938; 115 PING; 18:30:02.098802; [293/115] PONG 2
2023-06-16; 18:30:01.875945; 122 PING; 18:30:02.192110; [294/122] PONG 1
2023-06-16; ; ; 18:30:03.144352; 295 keepalive
2023-06-16; ; ; 18:30:03.144352; 296 keepalive
2023-06-16; 18:30:03.508827; 116 PING; 18:30:04.459993; [297/116] PONG 2
2023-06-16; 18:30:04.556001; 123 PING; 18:30:05.045004; [298/123] PONG 1
2023-06-16; 18:30:05.283443; 124 PING; 18:30:05.472170; [299/124] PONG 1
2023-06-16; 18:30:05.535813; 117 PING; 18:30:06.345183; [300/117] PONG 2
2023-06-16; 18:30:06.345183; 118 PING; 18:30:07.076168; [301/118] PONG 2
2023-06-16; 18:30:06.966157; 125 PING; 18:30:07.396157; [302/125] PONG 1
2023-06-16; 18:30:07.076168; 119 PING; 18:30:07.460157; [303/119] PONG 2
2023-06-16; 18:30:07.396157; 126 PING; 18:30:07.694747; [304/126] PONG 1
2023-06-16; ; ; 18:30:08.152189; 305 keepalive
2023-06-16; ; ; 18:30:08.152189; 306 keepalive
2023-06-16; 18:30:09.736923; 127 PING; 18:30:09.880375; [307/127] PONG 1
2023-06-16; 18:30:09.181156; 120 PING; 18:30:09.943938; [308/120] PONG 2
2023-06-16; 18:30:10.658186; 121 PING; 18:30:10.909702; [309/121] PONG 2
2023-06-16; 18:30:11.036309; 122 PING; 18:30:11.508721; [310/122] PONG 2
2023-06-16; 18:30:12.443940; 128 PING; 18:30:12.937871; [311/128] PONG 1
2023-06-16; ; ; 18:30:13.174939; 312 keepalive
2023-06-16; ; ; 18:30:13.174939; 313 keepalive
2023-06-16; 18:30:13.221447; 123 PING; 18:30:13.680810; [314/123] PONG 2
2023-06-16; 18:30:14.474827; 129 PING; (проигнорировано)
2023-06-16; 18:30:15.982856; 124 PING; (проигнорировано)
2023-06-16; 18:30:16.314168; 130 PING; 18:30:16.996744; [315/130] PONG 1
2023-06-16; 18:30:16.996744; 131 PING; 18:30:17.708030; [316/131] PONG 1
2023-06-16; ; ; 18:30:18.180872; 317 keepalive
2023-06-16; ; ; 18:30:18.180872; 318 keepalive
2023-06-16; 18:30:18.180872; 132 PING; 18:30:18.863815; [319/132] PONG 1
2023-06-16; 18:30:18.546550; 125 PING; 18:30:19.434513; [320/125] PONG 2
2023-06-16; 18:30:20.349384; 133 PING; 18:30:20.899992; [321/133] PONG 1
2023-06-16; 18:30:20.663869; 126 PING; 18:30:21.420939; [322/126] PONG 2
2023-06-16; ; ; 18:30:23.172964; 323 keepalive
2023-06-16; ; ; 18:30:23.172964; 324 keepalive
2023-06-16; 18:30:22.951712; 127 PING; 18:30:23.316199; [325/127] PONG 2
2023-06-16; 18:30:23.047580; 134 PING; 18:30:23.935942; [326/134] PONG 1
